随机过程,10月10日8:00,时间,案例名称,时间
随机过程,三教,地点,案例名称,地点
随机过程,举手/低头,学生行为,案例名称,学生行为
随机过程,授课,教师行为,案例名称,教师行为
随机过程,泊松过程,知识点,案例名称,知识点
随机过程,增加更多互动式提问或小组讨论环节，帮助学生更深入地理解概念，激发思考,建议,案例名称,建议
学术英语读写,10月10日10:05,时间,案例名称,时间
学术英语读写,东教,地点,案例名称,地点
学术英语读写,认真听讲/交头接耳,学生行为,案例名称,学生行为
学术英语读写,引导讨论,教师行为,案例名称,教师行为
学术英语读写,学术语法和写作,知识点,案例名称,知识点
学术英语读写,使用分组讨论的形式让学生主动参与，并通过任务驱动的方式增强学生的参与感和责任感，减少交头接耳的情况,建议,案例名称,建议
最优化方法,10月10日10:00,时间,案例名称,时间
最优化方法,三教,地点,案例名称,地点
最优化方法,挠头/看手机,学生行为,案例名称,学生行为
最优化方法,巡视教室,教师行为,案例名称,教师行为
最优化方法,单纯形表,知识点,案例名称,知识点
最优化方法,增加更多实际操作练习或应用场景模拟，帮助学生将理论与实践结合，增强理解力和学习兴趣,建议,案例名称,建议
人工神经网络,10月9日13:30,时间,案例名称,时间
人工神经网络,东教,地点,案例名称,地点
人工神经网络,注视黑板/站立,学生行为,案例名称,学生行为
人工神经网络,课件展示,教师行为,案例名称,教师行为
人工神经网络,LVQ神经网络架构,知识点,案例名称,知识点
人工神经网络,增加真实的案例分析与讨论，帮助学生更好地将所学内容应用到实际问题中，进一步巩固知识,建议,案例名称,建议
工程伦理,10月9日18:30,时间,案例名称,时间
工程伦理,东教,地点,案例名称,地点
工程伦理,举手/认真听讲,学生行为,案例名称,学生行为
工程伦理,提问同学,教师行为,案例名称,教师行为
工程伦理,编程者的社会责任,知识点,案例名称,知识点
工程伦理,通过情景模拟或角色扮演的方式让学生模拟解决实际伦理问题，增强其批判思维能力和实践操作的体验,建议,案例名称,建议
高阶数理逻辑,10月8日10:05,时间,案例名称,时间
高阶数理逻辑,东教,地点,案例名称,地点
高阶数理逻辑,趴桌子/挠头,学生行为,案例名称,学生行为
高阶数理逻辑,来回走动,教师行为,案例名称,教师行为
高阶数理逻辑,命题逻辑,知识点,案例名称,知识点
高阶数理逻辑,采用“短时专注学习法”，每段讲授后留出短暂的休息或轻松讨论，调节学生的注意力，帮助他们保持精力集中,建议,案例名称,建议
语义WEB与知识图谱,10月8日15:30,时间,案例名称,时间
语义WEB与知识图谱,东教,地点,案例名称,地点
语义WEB与知识图谱,交头接耳/低头,学生行为,案例名称,学生行为
语义WEB与知识图谱,提问同学,教师行为,案例名称,教师行为
语义WEB与知识图谱,关系抽取,知识点,案例名称,知识点
语义WEB与知识图谱,设置课堂中的关键问题和挑战任务，激发学生主动思考，帮助他们在解决实际问题的过程中更加专注和投入,建议,案例名称,建议
新中国特色社会主义理论与实践,10月11日10:30,时间,案例名称,时间
新中国特色社会主义理论与实践,东教,地点,案例名称,地点
新中国特色社会主义理论与实践,看手机/低头,学生行为,案例名称,学生行为
新中国特色社会主义理论与实践,写板书,教师行为,案例名称,教师行为
新中国特色社会主义理论与实践,马克思主义中国化,知识点,案例名称,知识点
新中国特色社会主义理论与实践,引入更多的视频、动画等多媒体内容来丰富课堂形式，吸引学生的注意力，增强他们对理论内容的兴趣,建议,案例名称,建议
矩阵理论,10月9日13:30,时间,案例名称,时间
矩阵理论,三教,地点,案例名称,地点
矩阵理论,注视黑板/认真听讲,学生行为,案例名称,学生行为
矩阵理论,双手比划,教师行为,案例名称,教师行为
矩阵理论,矩阵函数,知识点,案例名称,知识点
矩阵理论,使用更多的可视化图表、流程图等辅助教学，帮助学生形象理解矩阵理论中的抽象概念，提升课堂的学习效果,建议,案例名称,建议
社会原理与调查方法,10月8日15:30,时间,案例名称,时间
社会原理与调查方法,三教,地点,案例名称,地点
社会原理与调查方法,站立/交头接耳,学生行为,案例名称,学生行为
社会原理与调查方法,巡视教室,教师行为,案例名称,教师行为
社会原理与调查方法,问卷设计,知识点,案例名称,知识点
社会原理与调查方法,设计社会调查任务，让学生在课堂外进行实际调研，并在课堂上汇报调查结果，提升其理解与应用能力,建议,案例名称,建议
高等数学,3月5日10:00,时间,案例名称,时间
高等数学,三教,地点,案例名称,地点
高等数学,认真听讲/低头,学生行为,案例名称,学生行为
高等数学,写板书,教师行为,案例名称,教师行为
高等数学,导数的定义与计算,知识点,案例名称,知识点
高等数学,通过增加实际应用案例来提升学生对数学知识的兴趣,建议,案例名称,建议
大学物理,4月12日14:30,时间,案例名称,时间
大学物理,东教,地点,案例名称,地点
大学物理,看手机/挠头,学生行为,案例名称,学生行为
大学物理,课件展示,教师行为,案例名称,教师行为
大学物理,牛顿运动定律,知识点,案例名称,知识点
大学物理,适当安排实验课以帮助学生更好地理解理论内容,建议,案例名称,建议
程序设计基础,5月20日9:00,时间,案例名称,时间
程序设计基础,三教,地点,案例名称,地点
程序设计基础,举手/积极回应,学生行为,案例名称,学生行为
程序设计基础,引导讨论,教师行为,案例名称,教师行为
程序设计基础,循环结构的实现与应用,知识点,案例名称,知识点
程序设计基础,鼓励学生多进行编程实践并分享代码实现的经验,建议,案例名称,建议
中国近现代史纲要,6月8日15:30,时间,案例名称,时间
中国近现代史纲要,东教,地点,案例名称,地点
中国近现代史纲要,缺少兴趣/低头,学生行为,案例名称,学生行为
中国近现代史纲要,课堂互动,教师行为,案例名称,教师行为
中国近现代史纲要,五四运动的历史意义,知识点,案例名称,知识点
中国近现代史纲要,增加多媒体展示和案例分析，提升课堂吸引力,建议,案例名称,建议
马克思主义基本原理,9月1日13:00,时间,案例名称,时间
马克思主义基本原理,三教,地点,案例名称,地点
马克思主义基本原理,趴桌子/无法集中,学生行为,案例名称,学生行为
马克思主义基本原理,语言表达,教师行为,案例名称,教师行为
马克思主义基本原理,剩余价值理论,知识点,案例名称,知识点
马克思主义基本原理,通过分组讨论和模拟实践提高学生参与度,建议,案例名称,建议
数据结构与算法,10月15日10:00,时间,案例名称,时间
数据结构与算法,东教,地点,案例名称,地点
数据结构与算法,积极回应/站立,学生行为,案例名称,学生行为
